0,0.64932,0.81285,0.69142,0.57011,0.68284,0.76346,0.59324,0.73738,0.75479,0.67867,0.71343,0.79269,0.48603,0.59995,0.57363,0.55956,0.72386,0.74072,0.81008,0.75007,0.67448,0.66251,0.73918,0.55918,0.71444,0.64341,0.70205,0.5578,0.69246,0.46652,0.52059,0.58096,0.76656,0.80709,0.58619,0.69431,0.7777,0.74494,0.62733,0.64171,0.69598,0.5554,0.58471,0.7847,0.80424,0.79608,0.8081,0.80211,0.35743,0.79064,0.59854,0.59605,0.68904,0.66115,0.63829,0.47418,0.48635,0.71565,0.6178,0.57114,0.8143,0.81039,0.7584,0.69975,0.71592,0.70334,0.70192,0.80443,0.56372,0.61396,0.6247,0.58609,0.73185,0.80835,0.56555,0.6851,0.81495,0.62779,0.60568,0.6289,0.69892,0.64815,0.80877,0.76536,0.80044,0.81139,0.64594,0.6382,0.48899,0.64081,0.70165,0.52096,0.5522,0.62414,0.62763,0.78817,0.65751,0.62428,0.40602,0.8074,0.75303,0.60209,0.70618,0.7127,0.68337,0.69166,0.72051,0.75061,0.60617,0.64587,0.72461,0.81364,0.65418,0.52387,0.61226,0.64202,0.5163,0.49155,0.61946,0.53481,0.78788,0.77365,0.80772,0.78997,0.78371,0.61019,0.73696,0.4855,0.71877,0.79808,0.78819,0.65979,0.78479,0.55012,0.73198,0.55593,0.66064,0.64362,0.52549,0.67558,0.6151,0.60242,0.5755,0.63509,0.58754,0.57149,0.78342,0.68936,0.7522,0.6658,0.71685,0.58276,0.78984,0.60796,0.61389,0.64206,0.50576,0.67548,0.63171,0.6703,0.8098,0.73736,0.8075,0.79212,0.78868,0.59723,0.76238,0.71904,0.60203,0.62962,0.75682,0.65249,0.68211,0.7357
0.64932,0,0.79603,0.77546,0.76909,0.23686,0.59996,0.62193,0.7657,0.81066,0.77088,0.79257,0.81071,0.73668,0.69876,0.77328,0.77041,0.79613,0.80426,0.81093,0.65563,0.76924,0.75216,0.49969,0.75147,0.69454,0.7838,0.75933,0.76844,0.79556,0.71999,0.70788,0.67993,0.77676,0.77842,0.77501,0.79589,0.80247,0.4036,0.54689,0.77159,0.79298,0.69857,0.7712,0.6707,0.80317,0.82468,0.78415,0.79846,0.5895,0.75892,0.77898,0.72946,0.81839,0.76992,0.78734,0.71709,0.6514,0.52356,0.72501,0.75333,0.80454,0.8068,0.81294,0.79415,0.69315,0.44112,0.768,0.79934,0.49525,0.70795,0.35509,0.60962,0.78286,0.807,0.47695,0.72982,0.82785,0.60766,0.70422,0.71067,0.76311,0.63647,0.81711,0.76277,0.83086,0.82504,0.72064,0.7688,0.61044,0.70515,0.45958,0.71602,0.49476,0.6742,0.6918,0.79668,0.78514,0.46961,0.69929,0.80032,0.71492,0.68585,0.61241,0.3803,0.67842,0.69008,0.7703,0.63112,0.75979,0.45034,0.51912,0.81494,0.75265,0.42606,0.6686,0.75726,0.67059,0.68894,0.69219,0.68659,0.79443,0.76116,0.78762,0.81492,0.7846,0.6851,0.68186,0.5609,0.5337,0.79692,0.77303,0.81566,0.78452,0.54909,0.33373,0.5778,0.47087,0.77618,0.73875,0.75415,0.53251,0.65256,0.67336,0.66323,0.4313,0.57494,0.76596,0.7347,0.5521,0.60007,0.69352,0.51235,0.77757,0.43384,0.74758,0.58806,0.60509,0.81116,0.72564,0.69263,0.81322,0.56355,0.79556,0.69772,0.71558,0.52079,0.57021,0.47489,0.33439,0.24981,0.55077,0.55205,0.43977,0.80483
0.81285,0.79603,0,0.83255,0.8311,0.77929,0.75667,0.82204,0.75425,0.83255,0.8291,0.83255,0.21858,0.83036,0.82773,0.82759,0.82985,0.83034,0.83255,0.15833,0.81783,0.82908,0.81258,0.76033,0.82967,0.6786,0.8317,0.82759,0.83122,0.83005,0.8238,0.82678,0.82545,0.23347,0.25429,0.82929,0.83255,0.8314,0.80464,0.81438,0.83164,0.83255,0.83156,0.82951,0.72776,0.51722,0.83255,0.18466,0.1625,0.82046,0.4004,0.82883,0.83063,0.83202,0.83024,0.83221,0.83163,0.82933,0.77461,0.83255,0.82739,0.20194,0.12963,0.83255,0.83255,0.4587,0.81321,0.82407,0.15162,0.80866,0.83025,0.79675,0.82038,0.83134,0.16049,0.80929,0.82969,0.83255,0.82378,0.83112,0.83156,0.77071,0.81386,0.19921,0.35755,0.83255,0.83255,0.83017,0.83077,0.8163,0.82472,0.81119,0.66885,0.80953,0.82431,0.82876,0.24218,0.83127,0.81121,0.81759,0.17071,0.82913,0.82698,0.78339,0.79914,0.82757,0.82767,0.83255,0.75174,0.83109,0.79604,0.75388,0.16262,0.82942,0.80666,0.82558,0.83016,0.80919,0.82159,0.82578,0.82173,0.21252,0.23033,0.13238,0.28579,0.45119,0.82349,0.82099,0.81841,0.80696,0.16381,0.24734,0.83255,0.83121,0.81828,0.8107,0.82374,0.77744,0.83134,0.83085,0.83143,0.80752,0.83036,0.82635,0.81693,0.80737,0.82144,0.36349,0.81749,0.74253,0.81923,0.83255,0.81534,0.23283,0.80834,0.83068,0.825,0.81627,0.83255,0.83163,0.74509,0.16468,0.71717,0.14809,0.64842,0.25084,0.80428,0.78106,0.79009,0.81015,0.79629,0.767,0.81301,0.76794,0.83255
0.69142,0.77546,0.83255,0,0.76128,0.78109,0.8171,0.77253,0.8113,0.80165,0.76636,0.77611,0.81728,0.74109,0.78251,0.74784,0.7695,0.79104,0.79477,0.83213,0.80163,0.76181,0.75633,0.81257,0.73595,0.81228,0.77344,0.50037,0.74182,0.79899,0.71741,0.70495,0.74002,0.82688,0.83255,0.75427,0.78902,0.79686,0.81847,0.78507,0.77493,0.76548,0.75704,0.75652,0.82335,0.82978,0.80211,0.83255,0.82902,0.68172,0.83008,0.75659,0.78256,0.77906,0.78078,0.75342,0.65253,0.59467,0.78291,0.76075,0.73496,0.83255,0.83129,0.82711,0.80885,0.81241,0.80272,0.79358,0.8297,0.71947,0.76727,0.7302,0.66563,0.79595,0.83255,0.74562,0.76254,0.82685,0.75714,0.75189,0.76281,0.79278,0.73746,0.82819,0.82777,0.82439,0.83255,0.58239,0.78147,0.70921,0.75645,0.83255,0.74106,0.71112,0.76945,0.78435,0.82585,0.77153,0.76378,0.62852,0.83038,0.80703,0.76866,0.78398,0.78419,0.74789,0.78921,0.78395,0.80766,0.78928,0.75911,0.78029,0.83242,0.79738,0.73405,0.75689,0.65465,0.7226,0.74304,0.76497,0.7385,0.82469,0.82532,0.83195,0.82316,0.82437,0.32066,0.79887,0.7179,0.77887,0.83004,0.8258,0.7843,0.43627,0.71171,0.80226,0.75226,0.7655,0.78019,0.7685,0.79951,0.76943,0.77644,0.76766,0.6974,0.75323,0.69569,0.82729,0.78201,0.81389,0.78522,0.81021,0.70372,0.82711,0.77178,0.77169,0.76328,0.66091,0.77271,0.66766,0.79698,0.83087,0.81042,0.83255,0.82694,0.83076,0.76426,0.81054,0.79874,0.76292,0.75457,0.807,0.76153,0.78845,0.79216
0.57011,0.76909,0.8311,0.76128,0,0.78994,0.81412,0.69392,0.75484,0.63454,0.57471,0.68708,0.81692,0.55265,0.67375,0.58472,0.47273,0.69427,0.71181,0.82885,0.78679,0.58151,0.65889,0.80474,0.59159,0.79017,0.39955,0.77632,0.5364,0.6216,0.47692,0.66736,0.68672,0.80833,0.83039,0.58639,0.52048,0.79285,0.79768,0.74431,0.46313,0.73664,0.66348,0.57464,0.82268,0.82591,0.7226,0.82866,0.82157,0.62775,0.82603,0.59661,0.67689,0.66509,0.45585,0.45141,0.63523,0.68846,0.77948,0.54771,0.53663,0.83255,0.82902,0.78513,0.74817,0.7783,0.79949,0.70281,0.82306,0.75161,0.69471,0.75742,0.76243,0.67942,0.82764,0.73583,0.73382,0.80768,0.70057,0.72115,0.56403,0.74972,0.78524,0.82154,0.8201,0.81083,0.81755,0.72174,0.43718,0.64782,0.70273,0.77686,0.51018,0.74548,0.66143,0.65858,0.82005,0.45395,0.74791,0.66998,0.82809,0.79851,0.60383,0.75737,0.7991,0.75199,0.74964,0.67337,0.80111,0.6306,0.75138,0.80098,0.82936,0.67753,0.69352,0.66847,0.72882,0.5516,0.50246,0.6253,0.71174,0.80237,0.81351,0.83063,0.82213,0.82042,0.72439,0.8113,0.71971,0.80688,0.81978,0.82141,0.64281,0.80133,0.7122,0.80443,0.68993,0.78158,0.42231,0.50949,0.70969,0.76423,0.67587,0.63416,0.78095,0.74339,0.71523,0.82182,0.70048,0.81228,0.73784,0.7075,0.74151,0.82527,0.73398,0.60294,0.74442,0.71795,0.67498,0.75398,0.78053,0.82678,0.8096,0.82984,0.82398,0.82555,0.70419,0.80729,0.80218,0.74203,0.77092,0.81649,0.77464,0.78144,0.71288
0.68284,0.23686,0.77929,0.78109,0.78994,0,0.52255,0.67279,0.7699,0.82263,0.78401,0.80363,0.80473,0.75612,0.72851,0.78393,0.78699,0.80404,0.816,0.80634,0.67717,0.78438,0.76731,0.44887,0.7621,0.71623,0.80199,0.76752,0.78658,0.80669,0.73753,0.72823,0.71125,0.77176,0.74703,0.77888,0.80936,0.81245,0.48743,0.60649,0.79264,0.80448,0.73451,0.78363,0.60943,0.80028,0.83087,0.76515,0.79246,0.62641,0.74207,0.78919,0.75629,0.82168,0.78856,0.80196,0.74581,0.67801,0.47103,0.76357,0.765,0.7944,0.79894,0.8177,0.80421,0.70792,0.48168,0.77303,0.79033,0.51454,0.74129,0.32947,0.62148,0.7973,0.80036,0.53134,0.75515,0.83073,0.66703,0.73883,0.73979,0.76762,0.65479,0.81403,0.76536,0.8304,0.82705,0.73978,0.79095,0.63858,0.73372,0.49853,0.73351,0.52547,0.71395,0.73119,0.79432,0.80233,0.51784,0.7156,0.7928,0.74003,0.7258,0.58777,0.33034,0.70743,0.71665,0.79246,0.55623,0.78285,0.46721,0.41194,0.81026,0.7758,0.48456,0.70954,0.76977,0.68069,0.70896,0.7128,0.70628,0.79285,0.74997,0.7681,0.81443,0.78391,0.69521,0.68587,0.6033,0.52873,0.79305,0.75559,0.81977,0.79052,0.58342,0.38992,0.61615,0.3886,0.79511,0.76511,0.78071,0.55021,0.69256,0.71578,0.64283,0.41801,0.58736,0.7594,0.74076,0.4748,0.65156,0.74024,0.55191,0.7742,0.47496,0.77295,0.62443,0.60378,0.81456,0.7465,0.70653,0.80923,0.45913,0.78363,0.65073,0.68608,0.53525,0.52834,0.44243,0.43038,0.28375,0.49963,0.5616,0.39865,0.81124
0.76346,0.59996,0.75667,0.8171,0.81412,0.52255,0,0.7621,0.79132,0.82666,0.80238,0.81829,0.79361,0.80291,0.79018,0.80735,0.81376,0.81666,0.82522,0.79857,0.74793,0.8055,0.79871,0.35941,0.80021,0.77123,0.81875,0.80244,0.8141,0.8214,0.78399,0.78828,0.77683,0.76984,0.69474,0.80613,0.82383,0.82488,0.67801,0.72731,0.81554,0.82044,0.79262,0.8082,0.46053,0.78997,0.83077,0.73676,0.78226,0.74028,0.72027,0.80923,0.80074,0.82706,0.81455,0.8192,0.80118,0.78156,0.45865,0.80858,0.7955,0.77746,0.78784,0.82644,0.82085,0.75237,0.64734,0.7738,0.77857,0.68003,0.79107,0.58753,0.73339,0.81439,0.79047,0.65475,0.79899,0.83209,0.76723,0.79564,0.79235,0.79609,0.72766,0.80819,0.78098,0.83189,0.82947,0.79622,0.814,0.76089,0.78883,0.73167,0.77333,0.66906,0.77781,0.78542,0.78991,0.81995,0.69099,0.77946,0.78284,0.7886,0.78637,0.54129,0.54212,0.77545,0.78568,0.81854,0.26118,0.81251,0.56198,0.42762,0.80238,0.80773,0.65115,0.77596,0.8093,0.75887,0.76081,0.76846,0.7684,0.7883,0.75187,0.74743,0.80961,0.78048,0.76519,0.74388,0.72622,0.6805,0.79037,0.74009,0.82638,0.81659,0.71314,0.61705,0.73831,0.54851,0.81457,0.80751,0.81152,0.69211,0.74752,0.78293,0.74362,0.66727,0.72364,0.75081,0.76466,0.24987,0.754,0.80854,0.70766,0.78526,0.59236,0.80451,0.73826,0.73448,0.8274,0.79917,0.76384,0.80198,0.38353,0.76509,0.57898,0.65136,0.57385,0.44161,0.36257,0.63744,0.57682,0.37506,0.66606,0.34689,0.82496
0.59324,0.62193,0.82204,0.77253,0.69392,0.67279,0.7621,0,0.76667,0.79615,0.7628,0.76652,0.82344,0.72249,0.3859,0.76387,0.7289,0.78953,0.77972,0.8222,0.59351,0.75475,0.74159,0.73718,0.76272,0.72266,0.6958,0.76969,0.7425,0.74516,0.72522,0.71935,0.56483,0.79871,0.82098,0.77887,0.71298,0.75394,0.71332,0.55501,0.67012,0.72949,0.45956,0.76083,0.78503,0.81755,0.82524,0.81863,0.81856,0.57794,0.80302,0.76726,0.44812,0.81362,0.66159,0.73399,0.57269,0.70383,0.7187,0.55355,0.7561,0.82418,0.82247,0.73755,0.70994,0.6856,0.70832,0.79293,0.81767,0.59044,0.52976,0.6765,0.7095,0.76155,0.82275,0.51628,0.5644,0.82305,0.43683,0.51358,0.69321,0.77878,0.71523,0.82448,0.78624,0.8312,0.82507,0.68111,0.65712,0.68614,0.57619,0.75828,0.70293,0.63281,0.45503,0.40176,0.80397,0.70029,0.61744,0.72078,0.81862,0.71614,0.49306,0.76485,0.68426,0.56158,0.50938,0.65417,0.76993,0.5022,0.50003,0.73954,0.82492,0.63986,0.54768,0.3648,0.78756,0.70391,0.72052,0.71672,0.70529,0.81206,0.79479,0.81808,0.82078,0.80298,0.69937,0.77294,0.62057,0.7414,0.80817,0.81203,0.81693,0.78025,0.59333,0.70754,0.59358,0.69442,0.68606,0.70794,0.42657,0.59574,0.49272,0.31489,0.75681,0.58042,0.62332,0.79785,0.77213,0.74622,0.58865,0.66433,0.60315,0.80428,0.55519,0.7353,0.69625,0.67698,0.81107,0.73432,0.73042,0.82309,0.73725,0.82012,0.79157,0.78357,0.65666,0.72731,0.71494,0.52906,0.63301,0.75286,0.70204,0.68217,0.7539
0.73738,0.7657,0.75425,0.8113,0.75484,0.7699,0.79132,0.76667,0,0.81935,0.79319,0.80177,0.75598,0.76773,0.77557,0.77021,0.7657,0.80014,0.80842,0.75135,0.80098,0.78602,0.7678,0.78285,0.77499,0.76284,0.78505,0.80203,0.76037,0.75181,0.74986,0.73218,0.7649,0.72186,0.76168,0.77143,0.79716,0.80057,0.7993,0.76437,0.78599,0.8064,0.78101,0.76705,0.79025,0.76124,0.82671,0.74631,0.74965,0.75805,0.75371,0.76876,0.78657,0.80442,0.78679,0.79071,0.78027,0.77192,0.78558,0.78328,0.76773,0.76074,0.75291,0.82085,0.81001,0.71255,0.79342,0.80483,0.7495,0.76563,0.78547,0.75452,0.77541,0.80092,0.74536,0.76409,0.78351,0.82783,0.77413,0.79202,0.7829,0.27996,0.80105,0.75274,0.74882,0.82725,0.82961,0.78907,0.77792,0.7724,0.77252,0.80416,0.55877,0.76692,0.7693,0.77234,0.74102,0.79024,0.76909,0.75866,0.75415,0.80107,0.76694,0.7881,0.77871,0.7833,0.79413,0.8036,0.78749,0.78913,0.77393,0.7893,0.75324,0.71695,0.7533,0.77294,0.78072,0.5786,0.76226,0.77847,0.77511,0.73655,0.7099,0.75198,0.76442,0.751,0.77844,0.80732,0.76325,0.79034,0.73767,0.75158,0.79159,0.81834,0.75509,0.79068,0.73916,0.76128,0.78361,0.73622,0.7991,0.77422,0.79307,0.7655,0.78467,0.75659,0.76533,0.74301,0.79035,0.78347,0.76364,0.80953,0.76037,0.75462,0.75288,0.77638,0.77691,0.75516,0.80662,0.80017,0.74854,0.74831,0.77479,0.75692,0.77069,0.74773,0.76732,0.79805,0.78699,0.76809,0.76176,0.79366,0.78177,0.77456,0.81453
0.75479,0.81066,0.83255,0.80165,0.63454,0.82263,0.82666,0.79615,0.81935,0,0.5733,0.64001,0.83255,0.74725,0.77673,0.76749,0.72955,0.73379,0.70356,0.8323,0.8271,0.30245,0.60734,0.82439,0.78343,0.81642,0.57046,0.8209,0.71906,0.76918,0.71057,0.79871,0.77603,0.82866,0.83255,0.77647,0.67688,0.82962,0.819,0.80485,0.62048,0.81214,0.77072,0.76701,0.83096,0.83193,0.33532,0.83255,0.82306,0.75834,0.83207,0.77567,0.78244,0.80164,0.62519,0.63494,0.76207,0.76178,0.80807,0.65585,0.71292,0.83255,0.83159,0.82726,0.80841,0.82019,0.82216,0.78171,0.83255,0.80461,0.78132,0.80673,0.816,0.68696,0.83255,0.80095,0.79838,0.81444,0.77696,0.80061,0.66317,0.81686,0.82954,0.82427,0.83088,0.83255,0.82846,0.80245,0.63481,0.79227,0.77929,0.80812,0.71348,0.80156,0.75812,0.76195,0.83049,0.62404,0.80632,0.79735,0.83255,0.82489,0.7387,0.79468,0.82618,0.80336,0.80207,0.73565,0.83255,0.76304,0.80833,0.82273,0.83244,0.76418,0.78124,0.77175,0.76349,0.72485,0.69717,0.72526,0.80682,0.82126,0.83255,0.83255,0.83255,0.82987,0.8067,0.83255,0.80536,0.82442,0.8304,0.83068,0.80397,0.82972,0.78864,0.82352,0.79472,0.81938,0.61865,0.75595,0.7901,0.80111,0.7876,0.75919,0.82612,0.80229,0.79276,0.83016,0.76176,0.82642,0.7989,0.77393,0.80151,0.83064,0.79109,0.67203,0.8217,0.80548,0.81379,0.81033,0.82084,0.83005,0.82554,0.83134,0.8306,0.83111,0.76612,0.82908,0.82135,0.79662,0.81305,0.8286,0.81685,0.81399,0.77245
